departure_delay,HourlyDryBulbTemperature_x,HourlyPrecipitation_x,HourlyStationPressure_x,HourlyVisibility_x,HourlyWindSpeed_x
13,77,0,29.41,8,10
-6,51,0,30.45,10,0
-19,42,0.02,29.91,10,7
-5,74,0,29.48,10,15
14,78,0,29.92,9,11
-7,52,0,30.43,10,9
-5,78,0.02,30.1,10,22
-4,58,0,29.98,10,9
-4,40,0,29.12,10,8
-5,71,0,29.19,10,14
10,73,0,29.53,10,13
-10,67,0,29.27,10,8
-5,73,0,30.27,10,6
3,76,0,29.91,8,11
-4,63,0,27.72,10,18
-4,73,0,29.2,10,16
-6,52,0,30.41,10,8
-2,67,0,30.05,4,0
-11,60,0,29.22,10,14
-2,71,0,29.84,10,9
-4,69,0,29.73,10,8
42,77,0,29.37,7,9
-12,51,0.04,28.94,4,9
105,69,0,29.04,10,24
-5,68,0,30.05,5,0
-8,78,0,29.86,10,11
13,50,0.24,29.11,3,9
214,58,0,29.12,10,9
-2,67,0,28.7,10,6
-2,78,0,29.92,9,11
-9,61,0,24.7,10,14
-1,75,0,29.39,8,9
36,71,0,29.11,10,17
-8,74,0,29.25,8,11
12,77,0,29.41,8,10
-9,64,0,28.87,10,7
-1,53,0,30.42,10,5
-4,69,0,29.49,7,8
-5,75,0,29.39,8,9
9,70,0,30.24,7,3
-9,51,0,29.99,10,0
-6,62,0,29.99,10,3
50,76,0,29.53,10,15
-10,69,0,29.18,7,7
-6,50,0.24,29.11,3,9
1,74,0,29.36,6,10
-1,54,0.01,29.01,7,13
-8,58,0,29.99,10,8
-4,49,0.02,29.09,6,5
-6,73,0,26.96,4,9
1,69,0,29.18,7,7
-1,48,0,29.28,9,8
-9,45,0,30.15,10,6
47,50,0.24,29.11,3,9
1,57,0,28.52,0.25,7
0,69,0,29.18,7,7
-4,73,0,29.5,10,13
0,51,0,30.43,10,8
-3,77,0,29.27,10,14
-7,60,0,30.27,10,8
-10,68,0,30.05,5,0
0,44,0,25.8,10,3
-3,51,0,30.35,10,5
0,67,0,28.7,10,6
-8,75,0.01,30.04,10,8
-11,52,0,30.41,10,8
-8,76,0.02,30.06,7,8
-5,48,0,29.28,9,8
-7,53,0,30.41,10,7
-4,58,0,29.98,10,9
-8,62,0.01,29.21,10,8
-5,51,0,30.45,10,0
-4,72,0,29.18,10,9
-5,53,0,30.42,10,5
3,69,0,29.18,7,7
-1,44,0,25.8,10,3
-8,69,0,29.49,7,8
-2,48,0,29.28,9,8
4,71,0,30.13,10,0
3,75,0.01,30.04,10,8
-5,78,0,29.86,10,11
-5,69,0,29.49,7,8
-15,57,0,29.82,10,5
-6,60,0,30.27,10,8
-6,53,0,28.84,0.25,5
1,78,0,30.04,10,7
-5,67,0,29.27,10,8
21,37,0,24.48,0.25,14
-7,39,0.02,25.08,10,17
-3,63,0,30.12,0.25,6
-10,42,0,30.13,10,7
-1,52,0,30.43,10,9
-3,69,0,29.18,7,7
-1,59,0,29.98,10,8
-5,69,0,29.49,7,8
-4,74,0,29.25,8,11
80,41,0,28.48,10,8
3,76,0,30.11,10,11
-7,69,0,30.27,10,6
-14,75,0,29.15,10,7
2,72,0,29.53,10,10
-7,70,0,28.72,10,6
-7,53,0,29.11,10,7
-6,75,0.16,30.07,10,13
78,69,0,29.49,7,8
-9,71,0,29.56,10,3
-3,52,0,30.41,10,8
-6,46,0,29.32,8,9
-2,69,0,29.18,7,7
-3,34,0,26.43,10,3
-6,36,0,25.75,10,6
-2,70,0,29.1,10,16
-2,31,0,27.1,10,0
-6,58,0,30.04,10,3
-7,37,0.02,28.61,10,13
-3,51,0,30.45,10,7
10,72,0,30.1,10,9
0,57,0,29.66,10,3
-2,74,0,30.11,10,8
-3,71,0,29.11,10,17
1,78,0,30.04,10,7
-5,74,0,29.25,8,11
-6,75,0,29.15,10,7
-3,50,0,29.6,10,10
0,46,0,28.93,7,3
-7,76,0,29.49,10,13
0,69,0,26.95,1,5
-3,58,0,29.99,10,5
-4,81,0,29.92,10,17
-7,69,0,29.49,7,8
-4,70,0,28.72,10,6
-1,43,0,29.12,0.25,6
-2,72,0,29.59,10,11
-3,76,0,29.85,10,13
-6,60,0,29.68,10,6
102,70,0,28.72,10,6
-11,60,0,30.27,10,8
-2,49,0.02,29.09,6,5
27,77,0,29.39,7,16
153,73,0,30.19,10,3
-5,53,0.01,29.16,2.5,9
-1,60,0,29.68,10,6
-10,44,0.15,29.2,1.25,15
-7,70,0,29.1,10,16
-13,54,0,30.4,10,7
-3,69,0,29.18,7,7
85,26,0,26.28,10,7
-10,76,0,29.85,10,13
13,74,0,29.25,8,11
-3,56,0,29.17,10,9
13,41,0,29.12,10,9
39,62,0,30.01,10,6
-4,49,0.02,29.09,6,5
0,52,0,30.43,10,9
0,60,0,29.68,10,6
0,51,0,29.25,9,7
0,63,0,27.72,10,18
-3,58,0,29.23,10,0
-8,55,0,29.96,10,6
-6,64,0,30.12,0.25,3
-9,56,0,30.38,10,11
3,44,0,25.8,10,3
-3,76,0,30.16,10,10
-2,56,0,30.38,10,11
-3,69,0,29.49,7,8
12,51,0,29.25,9,7
-9,50,0,30.43,10,3
-3,37,0,24.48,0.25,14
-11,72,0.01,29.94,5,17
-2,70,0,30.12,10,7
-6,49,0.02,29.09,6,5
-6,37,0,24.48,0.25,14
-4,39,0,25.79,10,6
10,54,0,30.37,10,11
-7,51,0,29.25,9,7
-7,77,0.16,30.08,10,11
-5,69,0,29.18,7,7
48,56,0.02,29.18,5,11
-5,72,0,29.18,10,9
-3,58,0,29.99,10,8
-1,78,0.05,30.09,10,10
-6,44,0,25.8,10,3
-2,47,0.31,29.02,4,14
-3,68,0,29.2,10,10
-8,77,0,30.07,10,8
-2,70,0,29.34,10,11
-5,48,0,29.28,9,8
-2,70,0,29.99,10,5
21,51,0,30.43,10,8
-3,51,0,29.25,9,7
-6,52,0,30.41,10,8
48,53,0,30.42,10,5
-8,47,0,28.95,7,9
-12,60,0,30.27,10,8
0,67,0,29.27,10,8
-4,67,0,29.34,9,7
164,39,0,25.79,10,6
-2,69,0,29.49,7,8
-12,78,0,30.02,9,15
-6,78,0,29.86,10,11
-7,69,0,29.49,7,8
-5,69,0,29.49,7,8
-6,69,0,29.49,7,8
-6,66,,28.93,10,5
0,75,0.1,30.1,7,15
0,76,0,29.84,10,10
-5,69,0,29.18,7,7
-2,40,0,29.12,10,8
-3,51,0,30.43,10,8
-5,52,0,23.75,10,9
-1,57,0,30.19,9,11
-7,53,0,28.82,0.25,3
3,76,0,30.11,10,11
-4,42,0.03,28.96,6,13
7,63,0,27.72,10,18
-7,54,0,30.4,10,7
-8,51,0,30.45,10,0
-9,71,0,29.11,10,17
-10,53,0,30,10,5
-5,44,0,28.04,10,10
0,77,0,30.19,10,7
-4,81,0,29.96,10,15
-1,74,0,29.48,10,15
-4,39,0,25.79,10,6
-2,81,0,29.92,10,17
-6,49,0.02,29.09,6,5
-7,57,0,30.18,3,9
-8,58,0,29.23,10,0
3,76,0,29.49,10,13
8,74,0,30.09,10,3
-5,37,0,24.5,0.25,15
-3,61,0.3,29.82,2,18
-5,58,0,29.99,10,5
-3,56,0,30.34,10,11
15,44,0,25.8,10,3
-6,71,0,29.11,10,17
-1,78,0,29.92,9,11
2,69,0,29.49,7,8
-9,49,0.02,29.09,6,5
3,68,0,29.23,10,9
-8,53,0,30,10,5
0,68,0,29.54,10,3
-10,62,0,30.27,10,9
1,47,0,30,10,0
-11,68,0,30.05,5,0
338,74,0,29.48,10,15
0,70,0,28.72,10,6
-3,79,0,30.09,10,10
-6,60,0,30.28,10,11
-2,69,0,29.18,7,7
-1,49,0.02,29.09,6,5
-6,69,0,29.49,7,8
25,45,0,30.09,10,0
-2,49,0.02,29.09,6,5
7,53,0,28.86,0.25,5
-2,60,0,29.22,10,14
-7,54,0,30.4,10,7
-6,49,0.02,29.09,6,5
-11,46,0.01,29.93,5,10
120,69,0,29.18,7,7
-7,67,0,29.27,10,8
-1,54,0,30.4,10,7
0,50,0,30.43,10,3
-8,51,0,29.99,10,0
1,73,0.04,30.1,4,11
7,77,0,29.41,8,10
-2,77,0,29.39,7,16
-10,61,0.02,29.12,10,13
3,67,0,27.32,10,7
-8,41,0,30.13,10,3
166,61,0.02,28.51,10,3
0,53,0,29.11,10,7
-4,51,0,30.43,10,8
0,69,0,29.18,7,7
-6,55,0,30.38,10,9
-1,53,0,29.11,10,7
2,69,0,29.18,7,7
-5,45,0,30.23,10,9
-10,69,0,29.49,7,8
0,69,0,30.2,9,0
-4,72,0,29.18,10,9
-2,73,0.04,30.1,4,11
-8,56,0,29.13,10,10
0,54,0,30.4,10,7
8,73,0,30.19,10,3
-4,72,0,29.18,10,9
-4,53,0,29.11,10,7
-11,72,0,29.59,10,11
-3,75,0.05,30.09,10,11
-2,37,0,24.48,0.25,14
-4,51,0,30.43,10,8
-1,54,0,30.4,10,7
-8,75,0.01,30.04,10,8
-3,72,0,29.18,10,9
22,50,0,30.39,10,5
-9,71,0,29.11,10,17
-3,44,0,25.8,10,3
20,36,0,24.44,10,7
0,62,0.04,29.53,8,7
-6,71,0,29.84,10,9
116,63,0,28.78,10,9
-11,73,0,30.19,10,3
-6,55,0,30.38,10,9
-8,46,0,30.24,10,3
-10,73,0,30.18,10,7
-4,59,0,29.98,10,8
-7,51,0,29.25,9,7
53,78,0,29.86,10,11
-10,50,0,30.01,10,5
-11,53,0,26.21,1,9
11,42,0,29.13,10,9
-3,56,0,29.13,10,10
-13,59,0,29.98,10,8
-4,69,0,29.18,7,7
-6,46,0,30.24,10,3
-5,72,0,29.18,10,9
-12,61,0.02,29.12,10,13
-3,70,0,29.34,10,11
-2,63,0,29.97,10,0
-4,58,0,29.98,10,9
-7,60,0,29.68,10,6
317,62,0.02,29.11,10,13
2,75,0.05,30.09,10,11
-8,72,0,30.1,10,9
-2,70,0,29.09,10,22
-7,49,0.02,29.09,6,5
-2,78,0,29.92,9,11
-6,48,0,29.28,9,8
17,56,0,30.38,10,11
-4,48,0,29.4,10,18
-8,50,0,30.39,10,5
-8,62,0,30.01,10,6
11,68,0,29.23,10,9
-3,56,0,29.13,10,10
-4,77,0,30.08,10,9
-9,44,0,25.8,10,3
20,78,0,29.86,10,11
-4,81,0,29.92,10,17
10,54,0,30.4,10,7
-6,42,0,27.53,10,8
-3,53,0.01,29.16,2.5,9
-3,69,0,29.49,7,8
3,78,0.02,30.1,10,22
-4,58,0,29.97,10,5
-3,69,0,29.18,7,7
-5,48,0,29.59,10,10
4,50,0,30.43,10,3
11,75,0,29.89,8,10
-4,74,0,29.39,7,8
-6,51,0,30.43,10,8
-5,49,0.02,29.09,6,5
-1,51,0,29.99,10,0
-3,78,0.06,30.12,10,21
-6,51,0,30.45,10,7
-3,73,0,30.19,10,3
-3,57,0,30.02,10,5
-3,36,0,24.44,10,7
25,72,0,30.1,10,9
-3,42,0,28.48,10,8
-4,52,0,24.7,10,3
-5,73,0,29.93,6,8
-3,63,0,29.97,10,0
2,57,0,30.02,10,5
-7,60,0,29.68,10,6
-2,61,0.02,29.12,10,13
-7,51,0,30.44,10,5
-2,75,0.1,30.1,7,15
-5,78,0,30.01,10,10
-3,72,0,29.18,10,9
-1,72,0,29.49,10,9
-5,63,0,30.12,0.25,6
-5,68,0,29.2,10,10
-7,60,0,30.28,10,11
-8,73,0,29.53,10,13
-4,37,0,24.48,0.25,14
11,42,0.05,28.96,1,8
-9,69,0,29.49,7,8
-6,75,0.05,30.09,10,11
-9,76,0,30.11,10,11
32,56,0,29.13,10,10
-7,69,0,29.49,7,8
-5,77,0,29.27,10,14
-5,69,0,29.18,7,7
-2,39,0,25.79,10,6
-5,51,0,29.25,9,7
-4,52,0,30.41,10,8
0,48,0,29.28,9,8
-10,58,0,29.98,10,9
1,68,0,29.2,10,10
0,60,0,30.28,10,11
-8,52,0,30.43,10,9
-9,50,0.02,28.97,1.25,9
-8,72,0,30.1,10,9
-12,59,0,29.98,10,8
15,58,0,29.98,10,9
-7,75,0,29.06,10,14
-4,53,0,30.42,10,5
-6,59,0,29.98,10,8
-6,76,0,29.35,6,7
-1,64,0,29.21,10,9
6,44,0,25.8,10,3
-6,56,0,27.28,10,5
-4,60,0,30.27,10,9
-8,74,0,30.24,10,5
9,68,0,28.68,10,5
-6,60,0,30.27,10,8
-3,51,0,29.25,9,7
-8,57,0,30.02,10,11
-8,47,0,30.27,10,3
-6,62,0.01,29.21,10,8
-3,53,0,28.86,0.25,5
-7,57,0,30.02,10,5
-16,59,0,29.98,10,8
-9,75,0,29.15,10,7
-10,76,0,30.16,10,10
-1,59,0,29.98,10,8
-3,40,0,29.12,10,8
0,48,0,29.28,9,8
13,70,0,29.1,10,15
-7,59,0,30.04,10,5
-5,73,0,29.52,10,9
-7,80,0,30.2,10,10
8,77,0,29.41,8,10
0,48,0,30.41,10,0
-6,69,0.02,29.71,10,9
0,36,0,25.75,10,6
8,52,0,29.6,10,11
-8,51,0,29.25,9,7
-3,44,0,25.8,10,3
1,76,0,29.49,10,13
-9,38,0,29.13,10,8
-7,65,0,29.6,1,8
0,70,0,30.12,10,7
15,72,0,29.18,10,9
-6,53,0,29.11,10,7
-4,74,0,29.48,10,15
-7,49,0.02,29.09,6,5
-16,79,,29.77,15,11
-4,56,0,27.3,10,0
-12,70,0,29.76,10,10
-9,51,0,30.45,10,0
4,57,0,29.66,10,3
-5,44,0,25.8,10,3
-6,69,0,29.18,7,7
-6,70,0,29.1,10,16
-2,56,0,27.3,10,0
-4,44,0,25.8,10,3
9,77,0,29.49,10,17
-13,44,0,25.8,10,3
-10,71,0,29.11,10,17
19,68,0,29.23,10,9
-1,50,0,30.36,10,6
-1,53,0,29.98,10,6
-7,51,0,29.25,9,7
57,63,0,29.2,10,6
-5,74,0,29.48,10,15
-1,75,0,29.39,8,9
8,62,0,29.05,10,3
5,36,0,28.37,10,5
-6,79,0,30.09,10,10
-5,57,0,30.19,9,11
-1,60,0,28.87,10,5
-3,60,0,29.68,10,6
-2,57,0,30.18,3,9
61,47,0,30,10,0
-8,50,0.24,29.11,3,9
-6,78,0,29.86,10,11
-6,60,0,29.22,10,14
0,53,0,29.11,10,7
0,66,0,29.15,8,3
31,48,0,29.59,10,10
-6,75,0,29.11,10,11
5,56,0,30.38,10,11
0,53,0.03,29.16,6,3
44,56,0,29.17,10,9
4,54,0,29.23,10,0
0,66,0,28.69,10,3
-4,52,0,30.43,10,9
-7,56,0,30.38,10,11
-6,45,0,30.09,10,0
0,75,0,29.19,10,11
4,73,0,30.19,10,3
-5,77,0,29.27,10,14
7,56,0,29.13,10,10
35,74,0,29.25,8,11
-6,70,0,29.1,10,16
-4,52,0,30.41,10,8
-8,51,0,30.44,10,5
-1,49,0.02,29.09,6,5
-5,56,0,30.38,10,11
-9,56,0,30.38,10,11
-2,75,0.01,30.04,10,8
1,70,0,29.34,10,11
3,73,0.04,30.1,4,11
0,69,0,29.18,7,7
-5,44,0,25.8,10,3
-9,37,0,24.48,0.25,14
-6,76,0,30.26,10,7
56,75,0,28.02,7,9
-1,58,0,29.98,10,9
-3,72,0,29.18,10,9
42,51,0,29.25,9,7
-3,78,0,29.4,9,14
-5,58,0,29.98,10,9
-8,53,0,29.11,10,7
-4,58,0,29.98,10,9
7,60,0,30.27,10,9
-1,72,0,29.18,10,9
-6,60,0,30.27,10,9
-3,74,0,29.48,10,15
-5,69,0,29.18,7,7
-7,37,0,24.48,0.25,14
-1,72,0,29.18,10,9
-3,74,0,29,9,11
-6,69,0,29.49,7,8
-13,69,0,29.49,7,8
-9,52,0,30.41,10,8
-6,60,0,29.68,10,6
1,72,0,30.1,10,9
-3,58,0,29.98,10,9
-6,37,0,24.48,0.25,14
-7,69,0.02,29.71,10,9
-5,70,0,29.09,10,22
-6,72,0,30.1,10,9
-10,71,0,29.11,10,17
19,42,0,23.82,10,3
-5,58,0,29.98,10,9
0,67,0,29.84,10,7
-7,47,0,29.32,9,7
2,72,0,29.18,10,9
-7,78,0,30.22,10,11
344,61,0.02,29.12,10,13
-3,59,0,29.98,10,8
-8,56,0,30.03,10,0
-3,49,0,29.41,10,7
-2,42,0,27.53,10,8
-4,69,0,29.49,7,8
1,58,0,29.23,10,0
-2,37,0,24.48,0.25,14
-5,50,0,27.51,10,13
0,58,0,29.98,10,9
-4,53,0,30,10,6
-6,51,0,29.25,9,7
-8,50,0,27.51,10,13
-1,72,0,30.1,10,9
-1,39,0,25.79,10,6
-4,75,0,29.03,8,13
-6,64,0,29.05,10,3
3,31,0.05,26.74,0.75,5
-2,53,0,28.84,0.25,5
1,63,0,29.97,10,0
-4,57,0,30.02,10,5
-4,57,0,30.18,3,9
-5,79,0,29.83,8,25
0,74,0,29.48,10,15
4,79,0,30.09,10,10
-3,79,0.06,30.13,10,15
-4,73,0,29.2,10,16
-5,64,0,29.21,10,9
4,37,0,24.48,0.25,14
1,37,0,24.48,0.25,14
0,70,0,29.1,10,16
107,60,0,28.54,10,14
-9,53,0,30,10,6
15,61,0,29.05,10,7
-6,54,0,30.4,10,7
-1,81,0,29.92,10,17
-4,53,0,28.82,0.25,3
3,76,0,30.12,10,11
-3,51,0,29.99,10,0
-1,63,0,27.72,10,18
-5,77,0,30.07,10,8
-4,51,0,29.25,9,7
8,37,0,24.5,0.25,15
-7,76,0,30.11,10,11
-5,53,0,28.82,0.25,3
-9,60,0,30.27,10,8
-3,45,0,28.88,10,5
21,76,0,30.11,10,11
0,79,0,29.87,10,20
-3,49,0,25.64,10,3
-7,39,0,29.13,4,9
-5,82,0,29.71,10,18
-2,58,0,30.18,5,11
-2,43,0,29.1,0.25,7
-9,45,0,28.99,9,3
-7,45,0,27.13,10,5
-5,76,0,29.49,10,13
3,81,0,29.92,10,17
0,58,0,29.99,10,8
-4,47,0,29.41,10,8
-11,48,0,29.28,9,8
-6,63,0,29.69,10,3
14,65,0,29.19,10,8
-4,60,0,28.87,10,5
-5,42,0,27.53,10,8
-7,73,0.04,30.1,4,11
-5,50,0,30.43,10,3
-3,69,0,28.87,10,7
-8,60,0,28.87,10,5
0,57,0,30.19,9,11
-6,52,0,30.41,10,8
-3,42,0,27.53,10,8
-2,54,0,30.4,10,7
-9,71,0,27.31,10,8
21,49,0.02,29.09,6,5
-6,73,0,28.73,10,5
-7,69,0,28.87,10,7
-3,51,0,30.43,10,8
0,42,0,23.17,10,3
-9,49,0.02,29.09,6,5
0,72,0,29.18,10,9
-3,69,0,29.18,7,7
-8,42,0.03,28.96,6,13
-5,56,0,30.38,10,11
-5,58,0,29.99,10,8
26,60,0,29.68,10,6
-10,60,0,29.22,10,14
37,54,0,30.4,10,7
-7,51,0,30.45,10,0
-4,51,0,29.25,9,7
0,49,0.02,29.09,6,5
-6,61,0,29.05,10,7
2,76,0,30.11,10,11
33,73,0,29.5,10,13
-2,39,0,29.13,4,9
-8,51,0,30.45,10,7
-4,69,0,29.18,7,7
-6,55,0,30.38,10,9
2,75,0.05,30.09,10,11
4,69,0,29.18,7,7
-6,49,0.02,29.09,6,5
-4,46,0,29.4,10,3
-2,72,0,30.13,10,8
-2,52,0,30.41,10,8
-2,69,0,29.49,7,8
-10,42,0,30.13,10,7
-4,42,0,27.13,10,5
2,58,0,30.04,10,3
28,73,0.04,30.1,4,11
-5,58,0,30.04,10,3
-11,57,0,30.37,10,8
-9,46,0,30.24,10,3
-10,70,0,29.34,10,11
-10,37,0,24.5,0.25,15
-3,58,0,30.04,10,3
-5,60,0,30.27,10,9
-4,51,0,30.45,10,0
-8,59,0,29.98,10,8
0,46,0,28.93,7,3
-12,31,0.01,22.5,1,9
2,74,0,30.01,7,9
-4,42,0,29.13,10,9
-2,53,0,30.42,10,5
77,78,0.05,30.09,10,10
-4,60,0,29.68,10,6
-11,56,0,27.3,10,0
-4,52,0,30.41,10,8
1,51,0,30.01,9,6
0,75,0,29.06,10,14
3,72,0,29.18,10,9
13,46,0,29.58,10,8
-11,50,0,24.91,10,5
-7,53,0,29.98,10,6
-4,72,0,29.18,10,9
0,76,0,29.49,10,13
-6,65,0,29.23,10,8
-1,56,0,30.38,10,11
0,77,0,29.41,8,10
-4,43,0,29.12,0.25,6
-8,45,0,27.13,10,5
-1,69,0,29.18,7,7
-3,51,0,29.99,10,0
-5,62,0,30.01,10,6
0,76,0,30.11,10,11
-8,44,0,29.47,10,16
-14,39,0,29.13,4,9
-8,71,0,29.72,10,9
5,77,0,30.19,10,7
-2,38,0,24.45,10,10
-3,57,0,30.02,10,5
8,72,0,29.18,10,9
0,71,0,29.84,10,9
0,52,0,24.7,10,3
0,51,0,30.43,10,8
-1,72,0,30.1,10,9
-2,73,0,30.27,10,6
-4,72,0,29.18,10,9
-5,70,0,26.57,10,8
-15,73,0.03,30.3,10,5
10,56,0,29.13,10,10
27,49,0.02,29.09,6,5
15,71,0,29.19,10,14
-5,72,0,29.73,10,8
-5,48,0,29.28,9,8
-3,58,0,29.99,10,5
-3,51,0,29.99,10,0
-3,73,0,29.5,10,13
-9,62,0.01,29.21,10,8
-7,44,0,25.64,10,0
27,37,0,24.48,0.25,14
-3,58,0,29.97,10,5
-9,55,0,30.38,10,9
-4,63,0,29.69,10,3
0,64,0,29.96,10,5
-4,64,0,25.98,10,5
8,77,0,29.41,8,10
-2,58,0,29.98,10,9
-10,42,0,27.53,10,8
-6,76,0,29.49,10,13
-1,48,0,29.59,10,10
-9,69,0,30.15,10,7
-9,60,0,29.68,10,6
-3,69,0,29.18,7,7
11,76,0,30.11,10,11
-3,69,0,29.18,7,7
0,73,0,29.23,8,11
-9,64,0,28.87,10,7
-4,51,0,26.98,10,0
-6,71,0,29.84,10,9
-11,77,0,29.27,10,14
18,51,0,30.01,9,6
-6,39,0,29.1,10,9
165,53,0,30.41,10,10
-17,48,0,29.4,10,18
-2,45,0.01,29.43,10,16
-6,74,0,30.24,10,5
-7,72,0,30.16,10,6
-5,73,0,28.73,10,5
11,48,0,29.28,9,8
-1,77,0,30.05,10,11
-3,51,0,29.25,9,7
-4,53,0,29.11,10,7
-4,60,0,29.99,10,0
-6,59,0,30.04,10,5
67,77,0,29.27,10,14
-5,51,0,30.44,10,5
0,54,0,30.4,10,7
12,77,0,29.27,10,14
148,64,0,30.12,0.25,3
-2,59,0,29.98,10,8
-3,49,0.02,29.09,6,5
-5,51,0,30.43,10,8
-7,69,0,29.49,7,8
-14,59,0,29.98,10,8
-4,72,0,29.18,10,9
-4,72,0,29.18,10,9
-3,78,0.06,30.12,10,21
-11,50,0,29.6,10,10
5,37,0,24.5,0.25,15
-6,53,0,29.11,10,7
-3,72,0,30.1,10,9
47,53,0,30.18,10,9
0,71,0,29.11,10,17
-2,53,0,30.42,10,5
-1,46,0,29.01,6,3
-5,60,0,30.27,10,8
-14,43,0,29.1,0.25,7
-5,60,0,30.27,10,8
171,37,0,24.48,0.25,14
-8,47,0,30.27,10,3
0,74,0,30.22,10,3
-10,73,0,29.53,10,13
-9,56,0,30.38,10,11
-1,72,0,29.18,10,9
-3,69,0,29.49,7,8
-8,40,0,29.12,10,8
-8,71,0,29.11,10,17
-1,80,0,30.11,10,10
4,60,0,28.54,3,6
-12,61,0,29.67,9,0
-9,34,0,23.55,10,11
0,46,0,23.43,10,9
-1,77,0,30.19,10,7
-8,37,0,24.48,0.25,14
14,61,0,29.67,9,0
-5,53,0,29.11,10,7
-6,57,0,30.18,3,9
-4,60,0,30.01,10,0
-5,37,0,24.48,0.25,14
-17,58,0,29.98,10,9
-2,74,0,29.36,6,10
-5,58,0,28.54,0.12,3
-4,49,0.02,29.09,6,5
-8,53,0,30,10,5
-6,69,0,29.49,7,8
8,73,0.04,30.1,4,11
-12,60,0,29.68,10,6
-8,49,0,29.27,1.5,5
-7,40,0,29.12,10,8
-6,73,0,29.23,8,11
-1,51,0,30.45,10,0
0,79,0.06,30.13,10,15
4,80,0,30.2,10,10
3,59,0,29.2,10,20
-1,42,0,29.13,10,9
-3,60,0,30.27,10,9
-9,48,0,29.4,10,18
-2,64,0,30.01,10,0
-5,61,0.02,28.51,10,3
13,53,0,29.92,10,11
-5,57,0,30.18,3,9
-5,50,0,30.43,10,3
-2,51,0,29.25,9,7
-2,78,0,29.92,9,11
24,55,0,29.96,10,6
0,53,0,30.42,10,5
-6,64,0,28.87,10,7
-2,38,0,24.45,10,10
6,76,0,30.11,10,11
-8,76,0,30.11,10,11
13,44,0,29.12,1.75,7
-11,64,0,28.87,10,7
-8,71,0,28.96,7,21
-8,76,0,30.11,10,11
5,78,0,29.4,9,14
-4,49,0,25.64,10,3
-3,69,0,29.18,7,7
0,78,0.02,30.1,10,22
-5,60,0,29.68,10,6
-10,69,0,28.87,10,7
-9,73,0,28.73,10,5
3,77,0,29.27,10,14
-3,77,0,29.27,10,14
-3,74,0,30.29,10,0
-6,52,0,30.41,10,8
0,57,0.01,29,5,16
-7,61,0,27.7,10,23
-14,43,0,29.1,0.25,7
-1,47,0.31,29.02,4,14
0,54,0,30.4,10,7
-21,85,0,29.66,10,18
22,77,0,29.27,10,14
0,50,0,23.45,10,15
-4,53,0,30.42,10,9
-9,60,0,30.27,10,9
-5,46,0,28.89,10,15
-7,73,0,30.18,10,7
4,70,0,28.72,10,6
25,75,0.05,30.09,10,11
-12,53,0,30.42,10,5
-10,51,0,30.45,10,0
-13,70,0,30.12,10,7
161,53,0,28.82,0.25,3
25,48,0,29.28,9,8
-12,65,0,29.23,10,8
-3,75,0.05,30.09,10,11
-12,74,0,30.24,10,5
23,77,0,29.27,10,14
-5,56,0,29.13,10,10
-5,60,0,29.96,10,0
-1,77,0,29.27,10,14
-5,65,0,27.74,10,11
7,78,0.02,30.1,10,22
-6,52,0,30.43,10,9
6,60,0,29.96,10,0
-1,54,0,30.41,10,9
6,77,0,29.27,10,14
-2,69,0,29.18,7,7
29,56,0,29.13,10,10
105,34,0,25.3,10,0
-13,75,0,30.18,10,8
0,61,0,29.67,9,0
-9,71,0,29.19,10,14
-7,51,0,30.44,10,5
-6,73,0.04,30.1,4,11
-8,56,0,29.13,10,10
-2,52,0,30.41,10,8
-7,56,0,29.13,10,10
12,53,0,29.11,10,7
-2,69,0,29.18,7,7
-8,65,0,28.03,10,3
-8,67,0,28.7,10,6
-10,63,0,29.68,10,3
-2,57,0,28.52,0.25,7
-3,62,0,30.01,10,6
-10,33,0.01,26.77,1.5,10
21,51,0,30.45,10,0
3,43,0,29.1,0.25,7
-3,76,0,29.35,6,7
-6,72,0.01,29.94,5,17
-2,66,0,28.69,10,3
-1,60,0,30.01,10,0
-2,70,0,29.1,10,15
-2,74,0,29.48,10,15
2,77,0,29.27,10,14
-6,49,0.02,29.09,6,5
-3,65,0,30.12,2,6
-12,53,0,28.86,0.25,5
-11,67,0,29.84,10,7
2,78,0,29.92,9,11
-3,68,0,29.2,10,10
-1,70,0,29.1,10,15
-5,63,0,29.99,10,5
7,56,0,29.13,10,10
-1,78,0.05,30.09,10,10
0,77,0,29.27,10,14
-6,51,0,30.43,10,8
-4,53,0,28.82,0.25,3
3,56,0,29.17,10,9
-11,46,0,28.89,10,15
-6,72,0,29.18,10,9
-5,77,0,29.27,10,14
-3,75,0,29.89,8,10
-5,65,0,27.74,10,11
-13,44,0,25.8,10,3
0,69,0,30.2,9,0
-16,58,0,30.04,10,3
21,60,0,30.27,10,8
-3,49,0.02,29.09,6,5
-4,73,0,28.73,10,5
-3,44,0,25.64,10,0
-4,73,0,29.77,10,9
-4,53,0,30,10,6
-5,60,0,30.01,10,0
-7,50,0,29.6,10,10
3,40,0,29.12,10,8
50,84,0,30.1,10,16
130,53,0,28.84,0.25,5
-1,81,0,29.92,10,17
-6,65,0,28.03,10,3
-6,61,0,29.67,9,0
-14,39,0.01,30.14,10,10
-13,71,0,29.84,10,9
-6,53,0,28.84,0.25,5
-3,75,0,29.18,10,9
